placeID,latitude,longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services,Rcuisine,parking_lot,hours,days,Rpayment
132922,22.1511348,-100.9823115,0101000020957F000060A98A38FF4758C146718E41D9A44B41,cafe punta del cielo,36 Sur Civac,Ciudad Victoria,S.L.P.,Mexico,?,78038,No_Alcohol_Served,permitted,formal,completely,medium,?,familiar,FALSE,closed,none,Cafeteria,none,19:00-23:00;,Mon;Tue;Wed;Thu;Fri;,cash
132608,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,40 Norte Civac 1RA. Seccion,Cuernavaca,san luis potos,Mexico,?,78200,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,TRUE,open,none,Mexican,public,19:00-02:00;,Sat;,cash
132608,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,524 Soledad de Graciano Sanchez,Jiutepec,San Luis Potosi,Mexico,?,78210,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,TRUE,open,none,Mexican,public,19:00-02:00;,Sun;,cash
132608,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,69 Tres De Mayo,s.l.p,SLP,mexico,?,78214,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,TRUE,open,none,Mexican,public,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;,cash
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Agricultura 595 del Valle,s.l.p.,Tamaulipas,mexico,?,78220,No_Alcohol_Served,none,casual,completely,low,?,familiar,FALSE,open,none,Mexican,none,19:00-01:00;,Sat;,cash
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,agustin de iturbide,san luis potos,Tamaulipas,Mexico,?,78240,No_Alcohol_Served,none,casual,completely,low,?,familiar,FALSE,open,none,Mexican,none,19:00-01:00;,Sun;,cash
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Alhondiga 62 Centro,San Luis Potosi,Tamaulipas,Mexico,?,78250,No_Alcohol_Served,none,casual,completely,low,?,familiar,FALSE,open,none,Mexican,none,19:00-01:00;,Mon;Tue;Wed;Thu;Fri;,cash
132858,22.1312917,-100.9371941,0101000020957F0000608CF6D8474C58C1DBF7C50028994B41,Hamburguesas Valle Dorado,Anahuac 805,san luis potosi ,San Luis Potosi,Mexico,?,78269,No_Alcohol_Served,none,informal,completely,low,?,familiar,FALSE,closed,none,Fast_Food,none,18:30-23:30;,Sat;,cash
132858,22.1312917,-100.9371941,0101000020957F0000608CF6D8474C58C1DBF7C50028994B41,Hamburguesas Valle Dorado,Angel Veral 328 Altamira,slp,San Luis Potosi,Mexico,?,78270,No_Alcohol_Served,none,informal,completely,low,?,familiar,FALSE,closed,none,Fine_Dining,none,18:30-23:30;,Sun;,cash
132858,22.1312917,-100.9371941,0101000020957F0000608CF6D8474C58C1DBF7C50028994B41,Hamburguesas Valle Dorado,Av. Carranza 830,Soledad,San Luis Potosi,Mexico,?,78280,No_Alcohol_Served,none,informal,completely,low,?,familiar,FALSE,closed,none,French,none,18:30-23:30;,Mon;Tue;Wed;Thu;Fri;,cash
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,Av. Coral,victoria,San Luis Potosi,Mexico,?,78290,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-23:30;,Sat;,VISA
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,Av. de los Pintores,victoria ,San Luis Potosi,Mexico,?,78310,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosi,San Luis Potosi,Mexico,?,78349,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-23:30;,Sat;,cash
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,av. seminario,San Luis Potosi,San Luis Potosi,Mexico,?,78390,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,78395,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-23:30;,Sat;,MasterCard-Eurocard
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,?,78396,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,avenida salvador montiel ,San Luis Potosi,SLP,Mexico,?,78399,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Indigenous,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,calle emilio portes gil,San Luis Potosi,SLP,Mexico,?,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Irish,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,Calle Mezquite Fracc Framboyanes,San Luis Potosi,SLP,Mexico,?,78430,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Korean,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,American_Express
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,Camino a Simon Diaz 155 Centro,San Luis Potosi,SLP,Mexico,?,78433,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Polynesian,none,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,carr. mexico,San Luis Potosi,San Luis Potosi,Mexico,?,78740,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-21:00;,Sun;,VISA
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,cd. mier,San Luis Potosi,San Luis Potosi,Mexico,?,79300,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-21:00;,Sun;,cash
135106,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rinc�n de San Francisco,circuito oriente esq. carretera 57,San Luis Potosi,San Luis Potosi,Mexico,?,87018,Wine-Beer,only at bar,informal,partially,medium,?,familiar,FALSE,open,none,Mexican,none,18:00-21:00;,Sun;,MasterCard-Eurocard
132937,22.1500193,-100.9799203,0101000020957F0000F9F19DDC3B4858C191B265A83BA44B41,rockabilly ,Constitucion 200 Centro,san luis potosi,san luis potosi,mexico,?,62000,Full_Bar,section,informal,completely,low,?,quiet,FALSE,closed,variety,Polish,none,16:00-23:30;,Sun;,cash
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,SLP,Mexico,?,62170,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Tunisian,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,SLP,Mexico,?,62250,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Tibetan,none,14:00-23:30;,Sun;,cash
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,?,62290,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Thai,none,14:00-23:30;,Sat;,cash
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Cuauhtemoc 455,San Luis Potosi,SLP,Mexico,?,62320,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Tea_House,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,De Guadalupe 460 San Miguelito,San Luis Potosi,SLP,Mexico,?,62460,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Tea_House,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,62790,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Tea_House,none,14:00-23:30;,Sat;,American_Express
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Domingo 10 711 El Empleado,San Luis Potosi,SLP,Mexico,?,64000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Tapas,none,14:00-23:30;,Sun;,MasterCard-Eurocard
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Emiliano Zapata Col. Tres de Mayo,San Luis Potosi,SLP,Mexico,?,74000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Swiss,none,14:00-23:30;,Sat;,MasterCard-Eurocard
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Emiliano Zapata No. 825 Tlaltenongo,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Swiss,none,14:00-23:30;,Sat;,VISA
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,esquina santos degollado y leon guzman,San Luis Potosi,SLP,Mexico,?,78038,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Sushi,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Estatuto Juridico 1040 Burocratas,San Luis Potosi,SLP,Mexico,?,78200,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Steaks,none,14:00-23:30;,Sun;,cash
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Federal Mexico - Acapulco 10 3 de Mayo,San Luis Potosi,SLP,Mexico,?,78210,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Spanish,none,14:00-23:30;,Sat;,cash
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Francisco I. Madero 145 Centro,San Luis Potosi,SLP,Mexico,?,78214,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Southwestern,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,?,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Southern,none,14:00-23:30;,Sun;,VISA
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,frente al tecnologico,San Luis Potosi,SLP,Mexico,?,78240,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Southeast_Asian,none,14:00-23:30;,Sat;,VISA
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,SLP,Mexico,?,78250,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Polynesian,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,?,78269,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Polish,none,14:00-23:30;,Sun;,VISA
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Himno Nacional 100 Avenida,San Luis Potosi,SLP,Mexico,?,78270,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Pizzeria,none,14:00-23:30;,Sat;,VISA
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,?,78280,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Hot_Dogs,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Himno nacional esq. Blvd. Juarez,San Luis Potosi,SLP,Mexico,?,78290,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Greek,none,14:00-23:30;,Sat;,MasterCard-Eurocard
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,?,78310,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,German,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,American_Express
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,?,78349,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Game,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,?,78390,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Fusion,none,14:00-23:30;,Sat;,American_Express
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Interior Internado Palmira SN,San Luis Potosi,SLP,Mexico,?,78395,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Fusion,none,14:00-23:30;,Sun;,MasterCard-Eurocard
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Jesus Goytortua 390 Tangamanga,San Luis Potosi,SLP,Mexico,?,78396,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Doughnuts,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,?,78399,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Doughnuts,none,14:00-23:30;,Sat;,MasterCard-Eurocard
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,La Pradera,San Luis Potosi,SLP,Mexico,?,78421,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Diner,none,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,American_Express
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,?,78430,Wine-Beer,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Dim_Sum,none,14:00-23:30;,Sat;,cash
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Libramiento Burgos Colonia Las Animas,San Luis Potosi,SLP,mexico,?,78433,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,FALSE,closed,none,Dim_Sum,none,14:00-23:30;,Sun;,American_Express
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,lic. Emilio portes gil,San Luis Potosi,SLP,mexico,?,78740,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Hungarian,none,14:00-23:30;,Sat;,VISA
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,Lomas del Mirador,San Luis Potosi,SLP,Mexico,?,79300,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Indonesian,none,14:00-23:30;,Sat;,cash
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,Mexico 2015 Providencia,San Luis Potosi,SLP,Mexico,?,87018,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Japanese,none,14:00-23:30;,Sat;,American_Express
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,?,62000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,FALSE,closed,none,Pizzeria,none,14:00-23:30;,Sat;,MasterCard-Eurocard
132767,18.8820871,-99.1630268,0101000020957F00001672C2C435775AC1F69BF2EF0D424A41,Restaurant Familiar El Chino,Miguel Barragan 46 Centro,Jiutepec,Morelos,Mexico,?,62170,Wine-Beer,permitted,casual,partially,medium,?,familiar,FALSE,open,variety,Peruvian,yes,14:00-23:30;,Sat;,VISA
132767,18.8820871,-99.1630268,0101000020957F00001672C2C435775AC1F69BF2EF0D424A41,Restaurant Familiar El Chino,Munoz Sn Centro,Jiutepec,Morelos,mexico,?,62250,Wine-Beer,permitted,casual,partially,medium,?,familiar,FALSE,open,variety,Polynesian,yes,14:00-23:30;,Sat;,cash
132767,18.8820871,-99.1630268,0101000020957F00001672C2C435775AC1F69BF2EF0D424A41,Restaurant Familiar El Chino,Nereo Rodriguez Barragan 450 E Centro,Jiutepec,Morelos,mexico,?,62290,Wine-Beer,permitted,casual,partially,medium,?,familiar,FALSE,open,variety,Regional,yes,14:00-23:30;,Sat;,American_Express
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,NICOLAS ZAPATA 300,San Luis Potosi,SLP,Mexico,?,62320,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Sat;,VISA
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,?,62460,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Mon;Tue;Wed;Thu;Fri;,VISA
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Pascual M. Hernandez 240,San Luis Potosi,SLP,Mexico,?,62790,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Sat;,cash
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Paseo de las Fuentes,San Luis Potosi,SLP,Mexico,?,64000,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Mon;Tue;Wed;Thu;Fri;,cash
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Plaza del Carmen,San Luis Potosi,SLP,Mexico,?,74000,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Sat;,American_Express
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,r.b. anaya esq. florencia,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Mon;Tue;Wed;Thu;Fri;,American_Express
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Rayon sn col. Centro,San Luis Potosi,SLP,Mexico,?,78038,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Sat;,MasterCard-Eurocard
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Ricardo B. Anaya,San Luis Potosi,SLP,Mexico,?,78200,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-22:00;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78210,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-20:30;,Sun;,VISA
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Rio Mayo 17 Vista Hermosa,San Luis Potosi,SLP,Mexico,?,78214,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-20:30;,Sun;,cash
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,San Luis Potosi,SLP,mexico,?,78269,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-20:30;,Sun;,American_Express
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,SLP,mexico,?,78270,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,FALSE,closed,none,Mexican,yes,14:00-20:30;,Sun;,MasterCard-Eurocard
