placeID,name,address,city,state,zip,price
135053,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,SLP,78430,high
135053,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,SLP,62460,high
135053,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,SLP,79300,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78280,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78421,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78269,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78433,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78210,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78214,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78399,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78270,high
135054,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78430,high
135055,la Cochinita Pibil Restaurante Yucateco,Ricardo B. Anaya,San Luis Potosi,SLP,78200,high
135055,la Cochinita Pibil Restaurante Yucateco,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,San Luis Potosi,SLP,78269,high
135055,la Cochinita Pibil Restaurante Yucateco,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,62460,high
135055,la Cochinita Pibil Restaurante Yucateco,Pascual M. Hernandez 240,San Luis Potosi,SLP,62790,high
135055,la Cochinita Pibil Restaurante Yucateco,Rio Mayo 17 Vista Hermosa,San Luis Potosi,SLP,78214,high
135055,la Cochinita Pibil Restaurante Yucateco,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,78210,high
135055,la Cochinita Pibil Restaurante Yucateco,NICOLAS ZAPATA 300,San Luis Potosi,SLP,62320,high
135055,la Cochinita Pibil Restaurante Yucateco,Plaza del Carmen,San Luis Potosi,SLP,74000,high
135055,la Cochinita Pibil Restaurante Yucateco,Rayon sn col. Centro,San Luis Potosi,SLP,78038,high
135055,la Cochinita Pibil Restaurante Yucateco,Paseo de las Fuentes,San Luis Potosi,SLP,64000,high
135055,la Cochinita Pibil Restaurante Yucateco,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,SLP,78270,high
135055,la Cochinita Pibil Restaurante Yucateco,r.b. anaya esq. florencia,San Luis Potosi,SLP,78000,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,78000,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,78038,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,74000,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,62790,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,64000,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,62290,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,62460,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,78200,high
135064,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,62320,high
135065,El angel Restaurante,Emiliano Zapata No. 825 Tlaltenongo,San Luis Potosi,SLP,78000,high
135065,El angel Restaurante,Industrias 908 Valle Dorado,San Luis Potosi,SLP,78390,high
135065,El angel Restaurante,Tangamanga 7 Tangamanga,San Luis Potosi,SLP,62000,high
135065,El angel Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,78310,high
135065,El angel Restaurante,Soledad Sn Arboledas de Soledad,San Luis Potosi,SLP,78430,high
